city,country,province,Continent
El Cayo,Belize,Cayo,North America
Corozal,Belize,Corozal,North America
Dangriga,Belize,Stann Creek,North America
Belize City,Belize,Belize,North America
Orange Walk,Belize,Orange Walk,North America
Punta Gorda,Belize,Toledo,North America
Belmopan,Belize,Cayo,North America
Lokossa,Benin,Mono,Africa
Kandi,Benin,Alibori,Africa
Ouidah,Benin,Atlantique,Africa
Abomey,Benin,Zou,Africa
Natitingou,Benin,Atakora,Africa
Djougou,Benin,Donga,Africa
Parakou,Benin,Borgou,Africa
Porto-Novo,Benin,Ouémé,Africa
Cotonou,Benin,Ouémé,Africa
Hamilton,Bermuda,,
Paro,Bhutan,Thimphu,Asia
Punakha,Bhutan,Punakha,Asia
Wangdue Prodrang,Bhutan,Wangdi Phodrang,Asia
Thimphu,Bhutan,Thimphu,Asia
Punata,Bolivia,Cochabamba,South America
Cliza,Bolivia,Cochabamba,South America
Quillacollo,Bolivia,Cochabamba,South America
Puerto Villarroel,Bolivia,Cochabamba,South America
Tarabuco,Bolivia,Chuquisaca,South America
Guayaramerin,Bolivia,El Beni,South America
Santa Ana,Bolivia,El Beni,South America
Baures,Bolivia,El Beni,South America
Sica Sica,Bolivia,La Paz,South America
Rurrenabaque,Bolivia,La Paz,South America
Sorata,Bolivia,La Paz,South America
Achacachi,Bolivia,La Paz,South America
Viacha,Bolivia,La Paz,South America
Quime,Bolivia,La Paz,South America
Llallagua,Bolivia,Potosí,South America
Uncia,Bolivia,Potosí,South America
Uyuni,Bolivia,Potosí,South America
Villa Martin,Bolivia,Potosí,South America
Betanzos,Bolivia,Potosí,South America
Portachuelo,Bolivia,Santa Cruz,South America
Samaipata,Bolivia,Santa Cruz,South America
Cuevo,Bolivia,Santa Cruz,South America
San Carlos,Bolivia,Santa Cruz,South America
San Lorenzo,Bolivia,Tarija,South America
Entre Rios,Bolivia,Tarija,South America
Aiquile,Bolivia,Cochabamba,South America
Padilla,Bolivia,Chuquisaca,South America
Camargo,Bolivia,Chuquisaca,South America
Reyes,Bolivia,El Beni,South America
San Borja,Bolivia,El Beni,South America
Magdalena,Bolivia,El Beni,South America
San Ramon,Bolivia,El Beni,South America
Puerto Heath,Bolivia,La Paz,South America
Charana,Bolivia,La Paz,South America
Puerto Acosta,Bolivia,La Paz,South America
Apolo,Bolivia,La Paz,South America
Coroico,Bolivia,La Paz,South America
Coro Coro,Bolivia,La Paz,South America
Sabaya,Bolivia,Oruro,South America
Challapata,Bolivia,Oruro,South America
Llica,Bolivia,Potosí,South America
Potosi,Bolivia,Potosí,South America
Villazon,Bolivia,Potosí,South America
Tupiza,Bolivia,Potosí,South America
Montero,Bolivia,Santa Cruz,South America
Piso Firme,Bolivia,Santa Cruz,South America
Robore,Bolivia,Santa Cruz,South America
Puerto Quijarro,Bolivia,Santa Cruz,South America
San Ignacio,Bolivia,Santa Cruz,South America
Ascension,Bolivia,Santa Cruz,South America
San Javier,Bolivia,Santa Cruz,South America
San Rafael,Bolivia,Santa Cruz,South America
Vallegrande,Bolivia,Santa Cruz,South America
Puerto Suarez,Bolivia,Santa Cruz,South America
Charagua,Bolivia,Santa Cruz,South America
Villamontes,Bolivia,Tarija,South America
Bermejo,Bolivia,Tarija,South America
Cochabamba,Bolivia,Cochabamba,South America
Oruro,Bolivia,Oruro,South America
Camiri,Bolivia,Santa Cruz,South America
Cobija,Bolivia,Pando,South America
San Matias,Bolivia,Santa Cruz,South America
San José,Bolivia,Santa Cruz,South America
Trinidad,Bolivia,El Beni,South America
Tarija,Bolivia,Tarija,South America
Sucre,Bolivia,Chuquisaca,South America
Riberalta,Bolivia,El Beni,South America
La Paz,Bolivia,La Paz,South America
Santa Cruz,Bolivia,Santa Cruz,South America
Zenica,Bosnia and Herzegovina,Zenica-Doboj,Europe
Mostar,Bosnia and Herzegovina,Herzegovina-Neretva,Europe
Tuzla,Bosnia and Herzegovina,Tuzla,Europe
Prijedor,Bosnia and Herzegovina,Serbian Republic,Europe
Banja Luka,Bosnia and Herzegovina,Serbian Republic,Europe
Sarajevo,Bosnia and Herzegovina,Sarajevo,Europe
Mochudi,Botswana,Kgatleng,Africa
Ghanzi,Botswana,Ghanzi,Africa
Lokhwabe,Botswana,Kgalagadi,Africa
Lehututu,Botswana,Kgalagadi,Africa
Tshabong,Botswana,Kgalagadi,Africa
Tsau,Botswana,North-West,Africa
Nokaneng,Botswana,North-West,Africa
Mohembo,Botswana,North-West,Africa
Maun,Botswana,North-West,Africa
Kasane,Botswana,North-West,Africa
Nata,Botswana,Central,Africa
Mopipi,Botswana,Central,Africa
Palapye,Botswana,Central,Africa
Lobatse,Botswana,South-East,Africa
Kanye,Botswana,Southern,Africa
Molepolole,Botswana,Kweneng,Africa
Francistown,Botswana,Central,Africa
Mahalapye,Botswana,Central,Africa
Serowe,Botswana,Central,Africa
Gaborone,Botswana,South-East,Africa
Grajau,Brazil,Maranhão,South America
Presidente Dutra,Brazil,Maranhão,South America
Itapecuru Mirim,Brazil,Maranhão,South America
Sao Jose de Ribamar,Brazil,Maranhão,South America
Santa Ines,Brazil,Maranhão,South America
Rosario,Brazil,Maranhão,South America
Timon,Brazil,Maranhão,South America
Capanema,Brazil,Pará,South America
Portel,Brazil,Pará,South America
Itupiranga,Brazil,Pará,South America
Pimenta Bueno,Brazil,Rondônia,South America
Ponta Pora,Brazil,Mato Grosso do Sul,South America
Maracaju,Brazil,Mato Grosso do Sul,South America
Jardim,Brazil,Mato Grosso do Sul,South America
Tres Lagoas,Brazil,Mato Grosso do Sul,South America
Guanhaes,Brazil,Minas Gerais,South America
Leopoldina,Brazil,Minas Gerais,South America
Nova Lima,Brazil,Minas Gerais,South America
Pouso Alegre,Brazil,Minas Gerais,South America
Itauna,Brazil,Minas Gerais,South America
Caratinga,Brazil,Minas Gerais,South America
Diamantina,Brazil,Minas Gerais,South America
Nanuque,Brazil,Minas Gerais,South America
Barbacena,Brazil,Minas Gerais,South America
Pocos de Caldas,Brazil,Minas Gerais,South America
Guaxupe,Brazil,Minas Gerais,South America
Sao Joao del Rei,Brazil,Minas Gerais,South America
Muriae,Brazil,Minas Gerais,South America
Passos,Brazil,Minas Gerais,South America
Conselheiro Lafaiete,Brazil,Minas Gerais,South America
Formiga,Brazil,Minas Gerais,South America
Frutal,Brazil,Minas Gerais,South America
Iturama,Brazil,Minas Gerais,South America
Ituiutaba,Brazil,Minas Gerais,South America
Araguari,Brazil,Minas Gerais,South America
Almenara,Brazil,Minas Gerais,South America
Varzea Grande,Brazil,Mato Grosso,South America
Cáceres,Brazil,Mato Grosso,South America
Santana do Livramento,Brazil,Rio Grande do Sul,South America
Canoas,Brazil,Rio Grande do Sul,South America
Quarai,Brazil,Rio Grande do Sul,South America
Santa Vitoria do Palmar,Brazil,Rio Grande do Sul,South America
Sao Lourenco do Sul,Brazil,Rio Grande do Sul,South America
Canela,Brazil,Rio Grande do Sul,South America
Sao Gabriel,Brazil,Rio Grande do Sul,South America
Rosario do Sul,Brazil,Rio Grande do Sul,South America
Cachoeira do Sul,Brazil,Rio Grande do Sul,South America
Osorio,Brazil,Rio Grande do Sul,South America
Santa Cruz do Sul,Brazil,Rio Grande do Sul,South America
Sao Luiz Gonzaga,Brazil,Rio Grande do Sul,South America
Santo Angelo,Brazil,Rio Grande do Sul,South America
Carazinho,Brazil,Rio Grande do Sul,South America
Erechim,Brazil,Rio Grande do Sul,South America
Guaira,Brazil,Paraná,South America
Palmas,Brazil,Paraná,South America
Arapongas,Brazil,Paraná,South America
Paranagua,Brazil,Paraná,South America
Sao Jose dos Pinhais,Brazil,Paraná,South America
Guarapuava,Brazil,Paraná,South America
Rio Negro,Brazil,Paraná,South America
Apucarana,Brazil,Paraná,South America
Lapa,Brazil,Paraná,South America
Irati,Brazil,Paraná,South America
Castro,Brazil,Paraná,South America
Telemaco Borba,Brazil,Paraná,South America
Jacarezinho,Brazil,Paraná,South America
Concordia,Brazil,Santa Catarina,South America
Blumenau,Brazil,Santa Catarina,South America
Brusque,Brazil,Santa Catarina,South America
Ararangua,Brazil,Santa Catarina,South America
Jaragua do Sul,Brazil,Santa Catarina,South America
Tubarao,Brazil,Santa Catarina,South America
Laguna,Brazil,Santa Catarina,South America
Joacaba,Brazil,Santa Catarina,South America
Cacador,Brazil,Santa Catarina,South America
Canoinhas,Brazil,Santa Catarina,South America
Camocim,Brazil,Ceará,South America
Russas,Brazil,Ceará,South America
Sobral,Brazil,Ceará,South America
Iguatu,Brazil,Ceará,South America
Quixada,Brazil,Ceará,South America
Caninde,Brazil,Ceará,South America
Campo Maior,Brazil,Piauí,South America
Barras,Brazil,Piauí,South America
Rio Largo,Brazil,Alagoas,South America
Palmeira dos Indios,Brazil,Alagoas,South America
Santa Cruz Cabralia,Brazil,Bahia,South America
Paulo Afonso,Brazil,Bahia,South America
Brumado,Brazil,Bahia,South America
Jaguaquara,Brazil,Bahia,South America
Itapetinga,Brazil,Bahia,South America
Ubaitaba,Brazil,Bahia,South America
Cachoeiro de Itapemirim,Brazil,Espírito Santo,South America
Barra Mansa,Brazil,Rio de Janeiro,South America
Nova Iguacu,Brazil,Rio de Janeiro,South America
Duque de Caxias,Brazil,Rio de Janeiro,South America
Niteroi,Brazil,Rio de Janeiro,South America
Cabo Frio,Brazil,Rio de Janeiro,South America
Macae,Brazil,Rio de Janeiro,South America
Miracema,Brazil,Rio de Janeiro,South America
Apodi,Brazil,Rio Grande do Norte,South America
Santa Cruz,Brazil,Rio Grande do Norte,South America
Morrinhos,Brazil,Goiás,South America
Ceres,Brazil,Goiás,South America
Catalao,Brazil,Goiás,South America
Cristalina,Brazil,Goiás,South America
Trindade,Brazil,Goiás,South America
Ipora,Brazil,Goiás,South America
Inhumas,Brazil,Goiás,South America
Itaberai,Brazil,Goiás,South America
Santo Andre,Brazil,São Paulo,South America
Pindamonhangaba,Brazil,São Paulo,South America
Rio Claro,Brazil,São Paulo,South America
Ourinhos,Brazil,São Paulo,South America
Itanhaem,Brazil,São Paulo,South America
Jaboticabal,Brazil,São Paulo,South America
Braganca Paulista,Brazil,São Paulo,South America
Jundiai,Brazil,São Paulo,South America
Sao Jose dos Campos,Brazil,São Paulo,South America
Guaratingueta,Brazil,São Paulo,South America
Pirassununga,Brazil,São Paulo,South America
Americana,Brazil,São Paulo,South America
Piracicaba,Brazil,São Paulo,South America
Sao Joao da Boa Vista,Brazil,São Paulo,South America
Sao Carlos,Brazil,São Paulo,South America
Tupa,Brazil,São Paulo,South America
Penapolis,Brazil,São Paulo,South America
Presidente Prudente,Brazil,São Paulo,South America
Registro,Brazil,São Paulo,South America
Tatui,Brazil,São Paulo,South America
Avare,Brazil,São Paulo,South America
Garca,Brazil,São Paulo,South America
Catanduva,Brazil,São Paulo,South America
Batatais,Brazil,São Paulo,South America
Barretos,Brazil,São Paulo,South America
Marilia,Brazil,São Paulo,South America
Itu,Brazil,São Paulo,South America
Itapetininga,Brazil,São Paulo,South America
Jaboatao,Brazil,Pernambuco,South America
Olinda,Brazil,Pernambuco,South America
Cabo de Santo Agostinho,Brazil,Pernambuco,South America
Carpina,Brazil,Pernambuco,South America
Arcoverde,Brazil,Pernambuco,South America
Manacapuru,Brazil,Amazonas,South America
Maues,Brazil,Amazonas,South America
Pedreiras,Brazil,Maranhão,South America
Codo,Brazil,Maranhão,South America
Coroata,Brazil,Maranhão,South America
Chapadinha,Brazil,Maranhão,South America
Pinheiro,Brazil,Maranhão,South America
Barra do Corda,Brazil,Maranhão,South America
Viana,Brazil,Maranhão,South America
Colinas,Brazil,Maranhão,South America
Viseu,Brazil,Pará,South America
Capitao Poco,Brazil,Pará,South America
Castanhal,Brazil,Pará,South America
Salinopolis,Brazil,Pará,South America
Alenquer,Brazil,Pará,South America
Oriximina,Brazil,Pará,South America
Xinguara,Brazil,Pará,South America
Jacundá,Brazil,Pará,South America
Uruara,Brazil,Pará,South America
Altamira,Brazil,Pará,South America
Paragominas,Brazil,Pará,South America
Cameta,Brazil,Pará,South America
Rolim de Moura,Brazil,Rondônia,South America
Ariquemes,Brazil,Rondônia,South America
Abuna,Brazil,Rondônia,South America
Tocantinopolis,Brazil,Tocantins,South America
Gurupi,Brazil,Tocantins,South America
Aquidauana,Brazil,Mato Grosso do Sul,South America
Paranaiba,Brazil,Mato Grosso do Sul,South America
Sete Lagoas,Brazil,Minas Gerais,South America
Divinopolis,Brazil,Minas Gerais,South America
Ipatinga,Brazil,Minas Gerais,South America
Araxa,Brazil,Minas Gerais,South America
Lavras,Brazil,Minas Gerais,South America
Uba,Brazil,Minas Gerais,South America
Campo Belo,Brazil,Minas Gerais,South America
Ponte Nova,Brazil,Minas Gerais,South America
Curvelo,Brazil,Minas Gerais,South America
Paracatu,Brazil,Minas Gerais,South America
Bocaiuva,Brazil,Minas Gerais,South America
Aracuai,Brazil,Minas Gerais,South America
Janauba,Brazil,Minas Gerais,South America
Juina,Brazil,Mato Grosso,South America
Barra do Garcas,Brazil,Mato Grosso,South America
Pontes e Lacerda,Brazil,Mato Grosso,South America
Barra do Bugres,Brazil,Mato Grosso,South America
Rondonopolis,Brazil,Mato Grosso,South America
Uruguaiana,Brazil,Rio Grande do Sul,South America
Sao Borja,Brazil,Rio Grande do Sul,South America
Novo Hamburgo,Brazil,Rio Grande do Sul,South America
Rio Grande,Brazil,Rio Grande do Sul,South America
Camaqua,Brazil,Rio Grande do Sul,South America
Bento Goncalves,Brazil,Rio Grande do Sul,South America
Vacaria,Brazil,Rio Grande do Sul,South America
Ijui,Brazil,Rio Grande do Sul,South America
Santa Rosa,Brazil,Rio Grande do Sul,South America
Maringa,Brazil,Paraná,South America
Cascavel,Brazil,Paraná,South America
Campo Murao,Brazil,Paraná,South America
Foz do Iguacu,Brazil,Paraná,South America
Sao Francisco do Sul,Brazil,Santa Catarina,South America
Porto Uniao,Brazil,Santa Catarina,South America
Itajai,Brazil,Santa Catarina,South America
Imbituba,Brazil,Santa Catarina,South America
Lajes,Brazil,Santa Catarina,South America
Granja,Brazil,Ceará,South America
Crato,Brazil,Ceará,South America
Itapipoca,Brazil,Ceará,South America
Paracuru,Brazil,Ceará,South America
Acarau,Brazil,Ceará,South America
Taua,Brazil,Ceará,South America
Crateus,Brazil,Ceará,South America
Baturite,Brazil,Ceará,South America
Ipu,Brazil,Ceará,South America
Floriano,Brazil,Piauí,South America
Piripiri,Brazil,Piauí,South America
Penedo,Brazil,Alagoas,South America
Itabuna,Brazil,Bahia,South America
Itamaraju,Brazil,Bahia,South America
Guanambi,Brazil,Bahia,South America
Porto Seguro,Brazil,Bahia,South America
Valenca,Brazil,Bahia,South America
Serrinha,Brazil,Bahia,South America
Tucano,Brazil,Bahia,South America
Senhor do Bonfim,Brazil,Bahia,South America
Remanso,Brazil,Bahia,South America
Itambe,Brazil,Bahia,South America
Bom Jesus da Lapa,Brazil,Bahia,South America
Itaberaba,Brazil,Bahia,South America
Sao Mateus,Brazil,Espírito Santo,South America
Patos,Brazil,Paraíba,South America
Volta Redonda,Brazil,Rio de Janeiro,South America
Petropolis,Brazil,Rio de Janeiro,South America
Nova Cruz,Brazil,Rio Grande do Norte,South America
Caico,Brazil,Rio Grande do Norte,South America
Acu,Brazil,Rio Grande do Norte,South America
Estancia,Brazil,Sergipe,South America
Caracarai,Brazil,Roraima,South America
Porto Santana,Brazil,Amapá,South America
Rio Verde,Brazil,Goiás,South America
Pires do Rio,Brazil,Goiás,South America
Anapolis,Brazil,Goiás,South America
Goianesia,Brazil,Goiás,South America
Niquelandia,Brazil,Goiás,South America
Itumbiara,Brazil,Goiás,South America
Jatai,Brazil,Goiás,South America
Mineiros,Brazil,Goiás,South America
Formosa,Brazil,Goiás,South America
Sao Jose do Rio Preto,Brazil,São Paulo,South America
Limeira,Brazil,São Paulo,South America
Taubate,Brazil,São Paulo,South America
Jau,Brazil,São Paulo,South America
Assis,Brazil,São Paulo,South America
Itapeva,Brazil,São Paulo,South America
Botucatu,Brazil,São Paulo,South America
Novo Horizonte,Brazil,São Paulo,South America
Andradina,Brazil,São Paulo,South America
Fernandopolis,Brazil,São Paulo,South America
Barreiros,Brazil,Pernambuco,South America
Salgueiro,Brazil,Pernambuco,South America
Goiana,Brazil,Pernambuco,South America
Timbauba,Brazil,Pernambuco,South America
Bacabal,Brazil,Maranhão,South America
Braganca,Brazil,Pará,South America
Obidos,Brazil,Pará,South America
Guajara-Miram,Brazil,Rondônia,South America
Porto Nacional,Brazil,Tocantins,South America
Dourados,Brazil,Mato Grosso do Sul,South America
Governador Valadares,Brazil,Minas Gerais,South America
Pirapora,Brazil,Minas Gerais,South America
Juiz de Fora,Brazil,Minas Gerais,South America
Santa Maria,Brazil,Rio Grande do Sul,South America
Passo Fundo,Brazil,Rio Grande do Sul,South America
Xapeco,Brazil,Santa Catarina,South America
Joinville,Brazil,Santa Catarina,South America
Juazeiro do Norte,Brazil,Ceará,South America
Nova Vicosa,Brazil,Bahia,South America
Alagoinhas,Brazil,Bahia,South America
Juazeiro,Brazil,Bahia,South America
Vitória,Brazil,Espírito Santo,South America
Joao Pessoa,Brazil,Paraíba,South America
Campina Grande,Brazil,Paraíba,South America
Nova Friburgo,Brazil,Rio de Janeiro,South America
Aracatuba,Brazil,São Paulo,South America
Sena Madureira,Brazil,Acre,South America
Fonte Boa,Brazil,Amazonas,South America
Eirunepe,Brazil,Amazonas,South America
Manicore,Brazil,Amazonas,South America
Barcelos,Brazil,Amazonas,South America
Tonantins,Brazil,Amazonas,South America
Tefe,Brazil,Amazonas,South America
Coari,Brazil,Amazonas,South America
Sao Cabriel da Cachoeira,Brazil,Amazonas,South America
Novo Airao,Brazil,Amazonas,South America
Itacoatiara,Brazil,Amazonas,South America
Parintins,Brazil,Amazonas,South America
Natal,Brazil,Amazonas,South America
Crato,Brazil,Amazonas,South America
Imperatriz,Brazil,Maranhão,South America
Balsas,Brazil,Maranhão,South America
Breves,Brazil,Pará,South America
Jacareacanga,Brazil,Pará,South America
Tucurui,Brazil,Pará,South America
Itaituba,Brazil,Pará,South America
Conceicao do Araguaia,Brazil,Pará,South America
Abaetetuba,Brazil,Pará,South America
Principe da Beira,Brazil,Rondônia,South America
Araguaina,Brazil,Tocantins,South America
Palmas,Brazil,Tocantins,South America
Teofilo Otoni,Brazil,Minas Gerais,South America
Uberaba,Brazil,Minas Gerais,South America
Januaria,Brazil,Minas Gerais,South America
Mato Grosso,Brazil,Mato Grosso,South America
Aripuana,Brazil,Mato Grosso,South America
Sinop,Brazil,Mato Grosso,South America
Jaguarao,Brazil,Rio Grande do Sul,South America
Bage,Brazil,Rio Grande do Sul,South America
Londrina,Brazil,Paraná,South America
Criciuma,Brazil,Santa Catarina,South America
Aracati,Brazil,Ceará,South America
Ico,Brazil,Ceará,South America
Parnaiba,Brazil,Piauí,South America
Picos,Brazil,Piauí,South America
Arapiraca,Brazil,Alagoas,South America
